letter,position,percent1,delta,x,y
s,2,0.186046512,0.046511628,2,6
o,2,0.14,0.06,3,3
l,4,0.1,0.1,3,1
o,2,0.14,0.06,3,3
o,4,0.14,0.06,3,3
a,6,0.28,0.02,2,8
r,4,0.111111111,0.111111111,3,1
a,4,0.1,0.02,1,7
g,8,0.230769231,0.076923077,8,2
j,5,0.19047619,0.119047619,5,0
g,7,0.256410256,0.08974359,0,7
i,2,0.133333333,0.066666667,3,2
g,2,0.115384615,0.025641026,2,8
k,4,0.158730159,0.047619048,5,3
u,6,0.212765957,0.042553191,4,3
y,2,0.117647059,0.019607843,2,3
h,6,0.224489796,0.081632653,7,2
h,6,0.244897959,0.081632653,8,2
u,8,0.191489362,0.063829787,3,2
y,2,0.196078431,0.039215686,3,3
d,6,0.257575758,0.03030303,4,5
d,8,0.151515152,0.015151515,2,8
r,4,0.222222222,0.037037037,2,4
s,6,0.162790698,0.023255814,1,7
z,4,0.093023256,0.046511628,2,2
m,2,0.219178082,0.054794521,7,3
p,6,0.242424242,0.060606061,5,3
h,6,0.306122449,0.081632653,7,3
t,1,0.135135135,0.108108108,6,0
e,2,0.083333333,0.083333333,6,1
p,8,0.060606061,0.03030303,6,1
l,6,0.233333333,0.033333333,2,6
l,6,0.166666667,0.033333333,1,12
u,6,0.063829787,0.042553191,1,8
g,4,0.051282051,-0.5,5,0
v,2,0.184210526,0.184210526,8,1
f,4,0.26,0.08,7,3
n,2,0.12962963,0.12962963,9,1
x,6,0.063829787,0.063829787,2,1
s,2,0.11627907,0.046511628,4,2
v,3,0.184210526,0.184210526,0,6
e,4,0.083333333,0.083333333,5,1
g,3,0.256410256,0.076923077,0,7
p,8,0.151515152,0.03030303,8,2
d,1,0.212121212,0.181818182,7,0
t,2,0.27027027,0.135135135,5,3
z,6,0.162790698,0.046511628,2,6
k,4,0.301587302,0.047619048,3,6
w,4,0.134328358,0.059701493,5,2
r,4,0.259259259,0.037037037,2,5
o,4,0.1,0.1,6,1
e,4,0.208333333,0.0625,3,4
j,4,0.166666667,0.047619048,1,13
h,4,0.183673469,0.040816327,4,4
h,4,0.142857143,0.040816327,7,3
z,4,0.046511628,0.046511628,2,1
s,1,0.255813953,0.186046512,7,0
f,4,0.24,0.08,4,5
v,6,0.157894737,0.052631579,5,2
z,4,0.209302326,0.023255814,3,4
i,4,0.066666667,0.033333333,0,6
t,6,0.189189189,0.054054054,2,3
e,2,0.291666667,0.041666667,4,6
v,2,0.078947368,0.078947368,3,1
c,8,0.136363636,0.068181818,4,2
q,6,0.074626866,-0.895522388,8,0
k,8,0.095238095,0.031746032,2,8
a,4,0.24,0.04,4,4
l,6,0.033333333,0.033333333,1,1
b,6,0.133333333,0.016666667,2,8
z,4,0.255813953,0.046511628,2,8
j,8,0.047619048,0.023809524,2,2
y,7,0.137254902,0.078431373,0,6
q,6,0.223880597,0.029850746,3,8
a,8,0.22,0.1,5,2
z,6,0.279069767,0.069767442,5,3
b,2,0.066666667,0.066666667,5,5
r,4,0.148148148,0.074074074,2,2
b,8,0.283333333,0.066666667,6,3
o,4,0.06,0.02,1,5
n,8,0.240740741,0.055555556,4,4
k,2,0.253968254,0.047619048,5,10
w,4,0.23880597,0.059701493,5,4
i,4,0.033333333,0.033333333,0,5
z,6,0.046511628,0.046511628,2,1
e,2,0.229166667,0.0625,4,4
k,8,0.079365079,0.079365079,5,1
h,5,0.285714286,0.244897959,7,0
y,2,0.058823529,-0.078431373,3,0
d,4,0.075757576,0.015151515,5,4
e,6,0.145833333,0.083333333,5,1
h,2,0.102040816,0.020408163,2,9
j,8,0.071428571,0.023809524,2,3
g,3,0.179487179,0.08974359,0,6
q,8,0.179104478,0.014925373,2,9
a,6,0.1,0.06,3,1
r,8,0.074074074,0.074074074,4,1
m,2,0.301369863,0.04109589,6,6
j,2,0.119047619,0.071428571,4,1
h,6,0.224489796,0.020408163,2,10
n,6,0.092592593,0.037037037,2,2
b,4,0.05,0.033333333,1,2
d,6,0.227272727,0.03030303,2,7
k,4,0.111111111,0.015873016,1,6
w,6,0.194029851,0.089552239,12,2
s,4,0.046511628,0.046511628,2,1
u,2,0.14893617,0.063829787,6,2
g,4,0.179487179,0.08974359,9,1
l,2,0.266666667,0.066666667,3,4
h,4,0.142857143,0.040816327,7,3
s,2,0.23255814,0.046511628,2,7
n,2,0.185185185,0.055555556,5,3
i,8,0.1,0.1,3,1
f,4,0.24,0.08,4,5
p,6,0.151515152,0.075757576,6,1
j,8,0.071428571,-0.738095238,5,0
l,8,0.2,0.066666667,5,2
x,4,0.234042553,0.042553191,3,4
f,6,0.16,0.06,5,2
z,4,0.069767442,0.023255814,1,3
o,2,0.2,0.04,2,6
b,2,0.3,0.05,5,9
f,6,0.06,0.02,2,2
b,4,0.2,0.033333333,3,4
r,4,0.148148148,0.074074074,2,2
d,4,0.242424242,0.045454545,5,7
q,4,0.268656716,0.074626866,8,2
f,4,0.04,0.02,3,3
l,8,0.2,0.066666667,4,2
l,2,0.033333333,0.033333333,1,12
d,7,0.287878788,0.106060606,0,7
l,8,0.166666667,0.033333333,2,4
b,4,0.25,0.016666667,2,11
m,8,0.109589041,0.109589041,8,1
b,4,0.183333333,0.016666667,2,7
u,2,0.127659574,0.042553191,3,3
y,6,0.31372549,0.039215686,5,4
z,8,0.093023256,0.023255814,2,7
s,4,0.209302326,0.093023256,6,2
i,4,0.233333333,0.1,2,5
l,8,0.133333333,0.133333333,5,1
f,2,0.14,0.08,4,2
h,8,0.102040816,0.102040816,5,1
k,4,0.206349206,0.031746032,2,6
j,4,0.238095238,0.071428571,2,5
e,2,0.166666667,0.0625,4,3
x,4,0.063829787,0.063829787,2,1
l,6,0.066666667,0.033333333,1,10
w,2,0.134328358,0.014925373,3,4
k,2,0.317460317,0.063492063,5,11
k,8,0.222222222,0.031746032,5,4
t,6,0.054054054,0.027027027,1,2
x,2,0.191489362,0.021276596,4,5
r,8,0.074074074,0.037037037,3,6
e,2,0.104166667,0.104166667,8,1
o,4,0.26,0.08,6,3
n,8,0.092592593,0.092592593,5,1
o,2,0.32,0.06,5,5
z,2,0.186046512,0.046511628,4,3
y,4,0.137254902,-0.823529412,8,0
u,2,0.063829787,0.021276596,2,3
l,4,0.266666667,0.033333333,2,4
t,4,0.243243243,0.027027027,1,9
e,6,0.1875,0.0625,3,3
q,2,0.23880597,0.059701493,7,2
z,6,0.11627907,0.023255814,1,8
n,4,0.259259259,0.055555556,3,4
k,6,0.174603175,0.015873016,1,10
r,4,0.111111111,0.037037037,1,8
c,8,0.204545455,0.090909091,5,2
w,2,0.074626866,0.014925373,2,3
s,6,0.069767442,0.023255814,1,2
f,8,0.24,0.06,8,3
g,4,0.205128205,0.025641026,3,5
u,8,0.042553191,-0.404255319,4,0
f,1,0.2,0.12,8,0
q,8,0.194029851,0.044776119,8,2
n,8,0.092592593,0.092592593,5,1
q,3,0.194029851,0.104477612,0,6
f,6,0.16,0.06,5,2
t,6,0.216216216,0.081081081,3,2
n,8,0.12962963,0.018518519,2,6
k,2,0.126984127,0.031746032,7,4
h,4,0.183673469,0.020408163,2,8
g,4,0.179487179,0.025641026,2,7
e,2,0.0625,0.0625,5,1
i,8,0.2,0.066666667,4,2
q,3,0.268656716,0.074626866,0,7
j,4,0.166666667,0.047619048,5,2
r,4,0.185185185,0.185185185,5,1
o,6,0.04,0.04,3,1
i,8,0.233333333,0.066666667,5,2
q,3,0.268656716,0.074626866,0,7
o,6,0.16,0.06,3,3
q,4,0.28358209,0.059701493,5,4
v,6,0.026315789,-0.289473684,4,0
e,6,0.25,0.020833333,2,7
z,6,0.279069767,0.046511628,3,6
a,2,0.1,0.1,8,1
t,4,0.27027027,0.135135135,4,3
o,6,0.28,0.12,7,2
p,6,0.196969697,0.015151515,2,8
t,2,0.135135135,0.081081081,4,2
i,6,0.3,0.066666667,5,3
z,5,0.255813953,0.139534884,7,0
z,1,0.11627907,0.11627907,7,0
u,4,0.276595745,0.063829787,6,3
o,1,0.1,0.1,6,0
o,2,0.3,0.06,4,5
u,6,0.170212766,0.106382979,6,1
i,4,0.233333333,0.066666667,3,3
b,8,0.25,0.1,8,2
a,8,0.04,0.02,1,2
s,8,0.069767442,0.023255814,1,4
i,6,0.233333333,0.033333333,2,5
n,8,0.092592593,0.092592593,5,1
y,6,0.137254902,0.078431373,4,1
t,8,0.324324324,0.054054054,2,7
j,8,0.214285714,0.047619048,3,4
n,2,0.240740741,0.055555556,5,4
r,4,0.111111111,0.037037037,1,8
a,4,0.16,0.06,3,3
c,6,0.204545455,0.090909091,4,2
m,8,0.315068493,0.082191781,11,3
x,6,0.106382979,0.106382979,4,1
v,2,0.263157895,0.052631579,3,4
l,4,0.1,0.1,3,1
m,6,0.246575342,0.068493151,7,3
g,6,0.243589744,0.064102564,5,3
x,4,0.14893617,0.063829787,3,2
l,6,0.1,0.1,3,1
y,8,0.196078431,0.058823529,5,5
h,6,0.183673469,0.040816327,3,4
p,4,0.196969697,0.015151515,2,8
c,8,0.113636364,0.022727273,2,7
o,8,0.04,-0.46,5,0
b,2,0.183333333,0.05,3,8
z,6,0.209302326,0.046511628,2,7
v,6,0.184210526,0.078947368,6,2
l,6,0.3,0.066666667,3,4
x,2,0.234042553,0.042553191,4,6
w,4,0.194029851,0.044776119,4,4
k,4,0.206349206,0.031746032,2,6
o,2,0.26,0.06,5,4
g,2,0.153846154,0.012820513,3,5
m,8,0.082191781,0.01369863,2,5
p,8,0.136363636,0.060606061,5,4
j,4,0.119047619,0.047619048,1,5
u,2,0.085106383,0.085106383,6,1
q,8,0.134328358,0.014925373,2,6
l,2,0.2,0.066666667,3,3
d,8,0.121212121,0.015151515,2,6
q,6,0.208955224,0.029850746,2,9
y,6,0.274509804,0.039215686,5,3
m,6,0.260273973,0.054794521,6,4
l,4,0.233333333,0.133333333,4,2
b,8,0.033333333,0.016666667,1,3
a,4,0.18,0.1,5,2
i,6,0.233333333,0.066666667,5,2
u,4,0.127659574,0.021276596,2,3
f,8,0.2,0.04,3,12
o,2,0.12,0.06,4,2
a,2,0.24,0.06,3,8
n,8,0.111111111,0.111111111,6,1
e,6,0.1875,0.041666667,2,5
l,2,0.2,0.033333333,2,6
o,2,0.32,0.06,3,6
m,6,0.273972603,0.095890411,12,2
f,2,0.16,0.02,3,5
p,8,0.257575758,0.045454545,4,8
a,4,0.08,0.02,1,6
x,4,0.212765957,0.042553191,2,7
l,4,0.266666667,0.033333333,2,4
p,4,0.242424242,0.03030303,3,5
a,8,0.04,0.04,2,1
i,6,0.2,0.033333333,2,4
r,6,0.111111111,0.037037037,2,2
s,8,0.23255814,0.023255814,2,7
p,8,0.106060606,0.03030303,2,7
h,6,0.265306122,0.040816327,3,6
t,8,0.081081081,0.054054054,1,2
w,7,0.194029851,0.089552239,0,7
e,6,0.25,0.0625,3,4
c,6,0.25,0.045454545,2,6
s,4,0.139534884,0.023255814,1,7
x,4,0.170212766,0.170212766,8,1
s,6,0.093023256,-0.906976744,7,0
m,8,0.260273973,0.095890411,12,2
n,2,0.166666667,0.092592593,6,2
c,8,0.318181818,0.136363636,7,2
w,4,0.164179104,0.074626866,6,2
j,8,0.095238095,0.023809524,2,4
h,2,0.163265306,0.040816327,4,7
m,2,0.164383562,0.02739726,4,5
n,8,0.055555556,0.055555556,3,1
y,4,0.137254902,-0.823529412,8,0
b,4,0.116666667,0.066666667,6,2
d,6,0.196969697,0.045454545,3,4
x,2,0.085106383,0.021276596,3,3
b,8,0.216666667,0.033333333,2,7
h,2,0.06122449,0.020408163,6,3
u,2,0.234042553,0.106382979,8,2
u,4,0.106382979,0.042553191,2,2
r,4,0.185185185,0.037037037,2,3
z,8,0.093023256,0.093023256,5,1
o,6,0.04,0.04,3,1
r,6,0.222222222,0.074074074,6,2
d,8,0.212121212,0.015151515,2,12
t,2,0.135135135,0.027027027,1,10
h,6,0.081632653,0.020408163,2,3
c,4,0.136363636,0.045454545,2,4
v,4,0.184210526,0.078947368,5,2
x,4,0.191489362,0.085106383,4,2
c,4,0.113636364,0.113636364,6,1
j,8,0.142857143,0.023809524,2,6
m,6,0.219178082,0.04109589,2,7
m,2,0.068493151,0.068493151,6,1
y,6,0.196078431,0.019607843,3,6
w,6,0.23880597,0.089552239,8,3
g,8,0.205128205,0.064102564,7,2
s,4,0.046511628,0.046511628,2,1
h,4,0.285714286,0.040816327,2,12
k,2,0.063492063,0.015873016,2,11
l,8,0.3,0.066666667,3,4
p,6,0.045454545,0.015151515,0,10
f,5,0.24,0.18,7,0
h,6,0.06122449,0.06122449,3,1
f,4,0.24,0.08,4,5
g,4,0.025641026,-0.269230769,3,0
f,8,0.06,0.06,5,1
y,5,0.235294118,0.137254902,7,0
q,2,0.23880597,0.059701493,7,2
d,4,0.242424242,0.045454545,5,7
t,6,0.27027027,0.027027027,1,9
y,6,0.117647059,0.058823529,3,1
t,4,0.243243243,0.108108108,3,3
p,2,0.303030303,0.060606061,6,3
y,8,0.039215686,-0.725490196,7,0
k,8,0.158730159,0.015873016,4,4
a,2,0.22,0.06,6,3
t,4,0.216216216,0.027027027,1,8
q,4,0.194029851,0.104477612,8,1
p,6,0.181818182,0.03030303,8,2
g,8,0.038461538,0.025641026,2,2
u,6,0.29787234,0.042553191,5,4
c,4,0.159090909,0.068181818,3,3
d,2,0.045454545,0.045454545,8,1
c,4,0.136363636,0.068181818,4,2
e,8,0.0625,-0.479166667,6,0
d,6,0.257575758,0.03030303,4,5
b,8,0.216666667,0.05,5,3
p,6,0.181818182,0.03030303,3,3
s,8,0.046511628,0.023255814,1,3
n,6,0.12962963,0.018518519,1,6
m,6,0.095890411,0.04109589,3,2
r,8,0.148148148,0.148148148,6,1
w,2,0.268656716,0.119402985,11,2
e,4,0.166666667,0.041666667,2,5
z,2,0.255813953,0.023255814,4,5
i,6,0.3,0.066666667,4,3
e,8,0.083333333,0.020833333,2,5
y,6,0.137254902,0.078431373,4,1
y,4,0.31372549,0.058823529,5,4
v,8,0.157894737,0.052631579,4,3
n,6,0.259259259,0.055555556,4,4
w,8,0.313432836,0.119402985,11,3
w,4,0.23880597,0.059701493,5,4
f,8,0.16,0.06,3,11
t,8,0.135135135,0.081081081,3,1
z,2,0.186046512,0.046511628,4,3
i,8,0.233333333,0.033333333,2,6
i,2,0.066666667,0.066666667,3,1
f,6,0.18,0.04,3,4
w,2,0.298507463,0.089552239,9,3
p,8,0.287878788,0.090909091,7,4
r,3,0.222222222,0.222222222,0,6
v,6,0.236842105,0.078947368,3,7
u,4,0.14893617,0.063829787,4,2
d,4,0.181818182,0.045454545,3,9
e,2,0.291666667,0.041666667,4,6
t,2,0.162162162,0.054054054,2,4
y,8,0.039215686,0.019607843,3,6
h,4,0.285714286,0.040816327,2,12
d,2,0.151515152,0.015151515,2,10
g,8,0.051282051,-0.5,6,0
c,6,0.068181818,-0.931818182,8,0
h,8,0.244897959,0.040816327,4,5
r,4,0.222222222,0.111111111,3,2
z,4,0.162790698,0.023255814,2,6
v,3,0.184210526,0.184210526,0,6
g,2,0.025641026,-0.025641026,2,0
t,6,0.108108108,0.027027027,1,4
c,8,0.204545455,0.022727273,4,4
k,6,0.063492063,0.015873016,1,3
y,4,0.196078431,0.039215686,3,3
u,2,0.212765957,0.042553191,3,5
l,6,0.133333333,0.133333333,5,1
m,2,0.082191781,0.04109589,4,2
f,8,0.16,0.04,4,10
o,8,0.04,-0.46,5,0
l,8,0.166666667,0.066666667,3,2
e,4,0.083333333,0.020833333,1,6
e,6,0.0625,-0.9375,8,0
y,4,0.196078431,0.058823529,5,2
y,4,0.078431373,-0.333333333,4,0
d,6,0.090909091,0.060606061,4,1
n,8,0.12962963,0.055555556,4,2
n,4,0.12962963,0.12962963,8,1
h,6,0.142857143,0.040816327,3,3
y,3,0.254901961,0.117647059,0,6
n,6,0.148148148,0.148148148,7,1
b,4,0.233333333,0.016666667,2,10
z,6,0.162790698,0.162790698,8,1
z,2,0.069767442,0.069767442,4,1
c,6,0.159090909,0.090909091,5,1
x,4,0.042553191,0.021276596,0,8
w,6,0.194029851,0.089552239,9,2
u,4,0.170212766,0.021276596,2,5
v,2,0.157894737,0.078947368,4,2
z,2,0.255813953,0.069767442,5,3
d,8,0.151515152,0.090909091,6,1
k,2,0.317460317,0.111111111,9,5
a,4,0.1,0.1,8,1
x,4,0.234042553,0.106382979,5,2
u,4,0.063829787,0.021276596,1,2
b,6,0.25,0.05,6,3
l,2,0.2,0.033333333,2,6
c,5,0.295454545,0.181818182,7,0
v,6,0.315789474,0.078947368,5,4
i,2,0.266666667,0.066666667,3,5
w,4,0.119402985,0.119402985,8,1
u,6,0.127659574,0.021276596,2,6
b,8,0.233333333,0.016666667,2,8
p,6,0.151515152,0.075757576,6,1
n,6,0.203703704,0.037037037,2,5
b,8,0.15,0.1,8,1
l,2,0.2,0.066666667,3,3
y,5,0.098039216,0.098039216,6,0
y,4,0.196078431,0.039215686,2,10
h,6,0.081632653,0.020408163,2,3
k,6,0.253968254,0.079365079,5,3
w,2,0.23880597,0.044776119,5,5
z,4,0.069767442,0.023255814,1,3
u,6,0.234042553,0.14893617,8,1
n,6,0.185185185,0.074074074,5,2
r,8,0.074074074,0.037037037,1,8
h,8,0.163265306,0.163265306,8,1
g,8,0.102564103,0.012820513,2,9
v,8,0.184210526,0.078947368,7,2
l,2,0.2,0.033333333,2,6
j,5,0.071428571,0.071428571,4,0
z,8,0.162790698,0.162790698,8,1
z,6,0.186046512,0.093023256,4,2
i,6,0.2,0.066666667,3,2
q,4,0.104477612,0.029850746,3,2
u,2,0.085106383,0.085106383,6,1
m,6,0.136986301,0.04109589,3,3
j,4,0.238095238,0.071428571,1,14
p,8,0.257575758,0.045454545,4,8
u,4,0.255319149,0.106382979,8,2
z,8,0.093023256,0.023255814,2,7
z,4,0.162790698,0.023255814,2,6
l,2,0.266666667,0.033333333,2,8
o,6,0.26,0.06,5,3
m,6,0.082191781,0.01369863,1,5
c,6,0.068181818,0.045454545,3,1
a,2,0.16,0.08,6,2
i,2,0.033333333,0.033333333,2,1
y,4,0.235294118,0.019607843,3,5
n,6,0.277777778,0.111111111,8,2
i,5,0.1,0.1,5,0
k,2,0.095238095,0.015873016,3,10
j,8,0.30952381,0.047619048,4,5
m,2,0.246575342,0.123287671,10,2
a,6,0.26,0.06,4,3
x,5,0.127659574,0.085106383,6,0
y,4,0.176470588,0.078431373,6,1
s,8,0.069767442,-0.558139535,5,0
p,6,0.303030303,0.03030303,3,7
u,4,0.14893617,0.14893617,7,1
n,8,0.185185185,0.055555556,4,3
k,4,0.26984127,0.063492063,5,5
j,6,0.285714286,0.047619048,1,11
v,7,0.184210526,0.078947368,0,7
x,6,0.212765957,0.042553191,2,7
q,2,0.149253731,0.014925373,2,9
b,4,0.3,0.05,4,6
q,2,0.044776119,-0.343283582,4,0
a,4,0.22,0.12,8,2
l,8,0.1,0.033333333,2,2
n,6,0.055555556,0.018518519,1,2
y,4,0.156862745,0.039215686,3,2
h,4,0.183673469,0.040816327,6,4
r,8,0.111111111,0.111111111,5,1
k,6,0.253968254,0.079365079,5,3
a,4,0.22,0.12,7,2
c,6,0.204545455,0.090909091,4,2
p,2,0.03030303,-0.181818182,3,0
x,5,0.042553191,0.042553191,5,0
d,8,0.287878788,0.106060606,9,2
v,8,0.184210526,0.078947368,5,2
k,2,0.253968254,0.047619048,5,10
m,6,0.315068493,0.054794521,6,5
g,2,0.230769231,0.038461538,5,4
x,6,0.234042553,0.106382979,5,2
l,4,0.233333333,0.066666667,2,3
y,8,0.058823529,-0.843137255,8,0
x,6,0.063829787,0.021276596,1,2
f,4,0.08,0.04,3,4
u,6,0.042553191,0.021276596,2,2
f,6,0.24,0.06,6,3
g,2,0.08974359,-0.884615385,9,0
y,4,0.196078431,0.039215686,3,3
i,7,0.166666667,0.166666667,0,6
z,6,0.139534884,0.139534884,6,1
g,6,0.179487179,0.051282051,5,2
i,8,0.1,0.033333333,2,2
g,8,0.076923077,0.038461538,3,2
f,6,0.06,0.02,2,2
q,4,0.268656716,0.074626866,9,2
h,8,0.183673469,0.040816327,5,3
z,4,0.162790698,0.162790698,8,1
g,8,0.038461538,0.025641026,2,2
w,4,0.223880597,0.059701493,6,3
s,4,0.093023256,0.046511628,2,2
s,6,0.279069767,0.046511628,3,4
e,2,0.166666667,0.020833333,3,5
a,2,0.28,0.06,5,5
f,8,0.1,0.04,3,10
p,6,0.181818182,0.03030303,5,2
n,2,0.240740741,0.12962963,8,2
l,8,0.1,0.033333333,2,2
c,2,0.204545455,0.113636364,6,2
k,4,0.238095238,0.031746032,2,7
g,1,0.307692308,0.153846154,8,0
s,8,0.093023256,-0.906976744,7,0
z,4,0.046511628,0.046511628,2,1
i,4,0.033333333,0.033333333,0,5
p,8,0.03030303,-0.484848485,6,0
e,6,0.145833333,0.041666667,2,4
d,6,0.106060606,0.045454545,3,2
f,8,0.22,0.06,5,7
r,1,0.296296296,0.148148148,8,0
d,4,0.287878788,0.090909091,7,5
c,6,0.25,0.045454545,2,6
q,4,0.044776119,0.029850746,2,1
j,6,0.285714286,0.023809524,2,3
v,6,0.236842105,0.078947368,5,3
p,6,0.257575758,0.075757576,8,3
d,2,0.272727273,0.075757576,6,5
q,8,0.119402985,0.059701493,4,1
g,6,0.08974359,0.012820513,1,5
p,3,0.121212121,0.121212121,0,5
o,6,0.26,0.02,2,8
c,6,0.068181818,-0.681818182,6,0
e,8,0.0625,-0.833333333,8,0
v,8,0.263157895,0.052631579,4,5
c,2,0.113636364,0.068181818,4,2
a,4,0.24,0.04,4,4
u,4,0.255319149,0.106382979,7,2
p,5,0.303030303,0.181818182,7,0
f,4,0.2,0.02,2,11
h,8,0.06122449,0.020408163,2,2
i,8,0.233333333,0.033333333,2,6
w,6,0.313432836,0.119402985,10,3
x,6,0.042553191,0.021276596,0,8
p,6,0.151515152,0.075757576,4,1
m,2,0.219178082,0.04109589,6,4
s,6,0.279069767,0.046511628,3,4
m,1,0.123287671,0.109589041,7,0
b,2,0.25,0.1,6,6
b,6,0.183333333,0.033333333,2,10
m,4,0.164383562,0.164383562,12,1
i,2,0.133333333,0.066666667,3,2
j,4,0.261904762,0.095238095,4,4
v,2,0.210526316,0.052631579,4,3
z,6,0.162790698,0.046511628,2,6
g,5,0.025641026,0.025641026,5,0
f,2,0.06,0.04,2,2
q,1,0.029850746,0.029850746,6,0
t,4,0.243243243,0.108108108,3,3
n,6,0.12962963,0.12962963,6,1
u,6,0.212765957,0.127659574,7,1
f,6,0.22,0.04,2,8
s,4,0.139534884,0.046511628,2,3
d,6,0.181818182,0.121212121,9,1
j,8,0.214285714,0.047619048,3,4
m,4,0.082191781,0.01369863,1,4
l,3,0.1,0.1,0,6
r,2,0.296296296,0.037037037,3,8
u,2,0.085106383,0.021276596,2,4
g,6,0.051282051,0.025641026,1,2
e,2,0.208333333,0.083333333,5,3
x,8,0.234042553,0.021276596,4,5
t,8,0.162162162,0.108108108,5,1
n,6,0.240740741,0.055555556,3,4
z,8,0.255813953,0.046511628,5,4
f,4,0.28,0.08,8,3
w,8,0.313432836,0.119402985,11,3
g,2,0.08974359,-0.884615385,9,0
f,4,0.18,0.1,7,2
v,8,0.105263158,0.052631579,2,7
k,2,0.26984127,0.047619048,6,7
n,8,0.222222222,0.092592593,7,2
u,2,0.14893617,0.042553191,5,3
k,6,0.111111111,0.047619048,3,2
e,2,0.270833333,0.104166667,6,3
y,2,0.039215686,0.019607843,1,1
z,4,0.186046512,0.046511628,3,3
b,6,0.033333333,0.016666667,2,2
m,6,0.054794521,0.054794521,3,1
a,8,0.26,0.02,3,8
b,8,0.033333333,0.016666667,1,3
c,8,0.090909091,0.022727273,2,6
s,2,0.209302326,0.093023256,6,2
e,6,0.145833333,0.083333333,5,1
c,8,0.204545455,0.090909091,5,2
g,4,0.102564103,0.051282051,5,1
q,4,0.164179104,0.029850746,4,3
y,2,0.078431373,0.039215686,2,1
z,6,0.255813953,0.069767442,4,3
y,2,0.31372549,0.098039216,7,2
d,8,0.060606061,-0.606060606,6,0
c,8,0.204545455,0.090909091,5,2
j,6,0.214285714,0.119047619,5,1
r,6,0.222222222,0.037037037,2,5
c,6,0.318181818,0.136363636,6,2
k,6,0.253968254,0.111111111,8,2
e,8,0.083333333,0.020833333,2,5
j,6,0.19047619,0.047619048,1,2
v,6,0.315789474,0.078947368,5,4
c,4,0.090909091,0.090909091,5,1
n,5,0.055555556,0.055555556,5,0
m,4,0.02739726,0.02739726,1,1
s,6,0.186046512,0.046511628,3,2
n,2,0.055555556,0.037037037,3,2
o,8,0.2,0.06,4,3
w,4,0.268656716,0.119402985,11,2
n,2,0.092592593,0.055555556,4,2
m,2,0.136986301,0.02739726,3,5
c,6,0.068181818,-0.818181818,7,0
y,8,0.196078431,0.039215686,6,4
s,4,0.139534884,0.023255814,1,7
o,6,0.28,0.06,4,4
x,8,0.085106383,0.085106383,4,1
k,4,0.158730159,0.047619048,8,3
u,2,0.14893617,0.042553191,5,3
n,6,0.111111111,0.018518519,1,5
q,4,0.298507463,0.059701493,4,6
h,4,0.244897959,0.06122449,4,5
e,6,0.0625,0.020833333,1,4
h,4,0.040816327,0.020408163,1,12
y,8,0.058823529,0.019607843,4,4
u,8,0.255319149,0.170212766,7,1
p,2,0.045454545,-0.303030303,4,0
l,8,0.3,0.066666667,3,4
k,2,0.142857143,0.015873016,4,9
n,2,0.092592593,0.018518519,2,6
q,6,0.253731343,0.014925373,2,11
w,4,0.23880597,0.059701493,5,4
s,6,0.139534884,0.023255814,1,6
l,7,0.2,0.066666667,0,7
j,4,0.095238095,0.023809524,2,2
m,2,0.054794521,0.02739726,3,2
l,5,0.033333333,0.033333333,5,0
i,6,0.233333333,0.033333333,1,11
o,8,0.32,0.08,6,3
u,2,0.127659574,0.042553191,3,3
i,6,0.3,0.066666667,4,3
w,2,0.044776119,0.044776119,3,1
w,6,0.268656716,0.089552239,7,4
a,6,0.14,0.04,2,3
u,6,0.212765957,0.127659574,7,1
j,8,0.071428571,0.023809524,2,3
w,4,0.149253731,0.149253731,11,1
x,6,0.042553191,0.021276596,0,8
s,6,0.186046512,0.023255814,2,4
g,6,0.294871795,0.076923077,6,3
x,4,0.255319149,0.063829787,4,3
q,6,0.194029851,0.044776119,3,7
d,4,0.075757576,0.045454545,6,2
m,2,0.164383562,0.082191781,7,2
a,4,0.1,0.04,2,3
p,8,0.212121212,0.015151515,2,11
m,8,0.082191781,0.01369863,2,5
e,8,0.25,0.020833333,5,4
u,8,0.234042553,0.021276596,2,7
w,4,0.298507463,0.059701493,5,5
x,4,0.106382979,0.106382979,4,1
x,4,0.170212766,0.170212766,9,1
c,6,0.068181818,0.045454545,2,2
s,6,0.23255814,0.046511628,3,3
q,6,0.029850746,0.014925373,1,5
m,4,0.260273973,0.04109589,4,5
c,4,0.272727273,0.045454545,2,7
b,6,0.2,0.066666667,6,2
w,2,0.104477612,0.044776119,5,2
k,2,0.079365079,0.031746032,3,6
n,5,0.055555556,0.055555556,5,0
b,2,0.15,0.083333333,5,6
l,5,0.033333333,0.033333333,5,0
m,8,0.178082192,0.02739726,5,5
p,2,0.242424242,0.045454545,5,3
p,6,0.257575758,0.075757576,8,3
d,2,0.045454545,0.045454545,4,1
y,6,0.235294118,0.019607843,4,3
h,8,0.265306122,0.040816327,3,6
y,4,0.196078431,0.039215686,2,10
u,2,0.191489362,0.042553191,4,4
i,7,0.3,0.066666667,0,8
w,8,0.194029851,0.089552239,12,2
y,8,0.039215686,0.019607843,2,8
b,4,0.166666667,0.05,7,3
r,6,0.148148148,0.148148148,5,1
k,2,0.317460317,0.063492063,5,11
e,6,0.1875,0.0625,3,3
x,6,0.29787234,0.042553191,3,6
a,4,0.16,0.06,3,3
n,2,0.240740741,0.055555556,5,4
